Cust Key,Cust Name,Cust Address,Cust County,Cust City,Cust State,Cust Zip Code,Cust Region,Cust Since,Cust Type,Cust Gender,Cust Age,Age Group,Civil Status,Loyalty Program
4015,Samara Saunders,864 Hamilton Vale,New York,New York City,New York,10199,East,2007-11-25,Individual,Female,35,18-35,Married,1
4016,Tyson Weatcroft,736 Apollo Alley,Los Angeles,Bellflower,California,90706,West,2018-11-25,Individual,Male,46,36-55,Widowed,1
4017,Henry Bristow,920 East Grove,Fayette,Lexington-Fayette,Kentucky,40511,South,2009-07-28,Individual,Male,78,56+,Married,0
4018,Daniel Vangness,755 Kingly Walk,Douglas,Omaha,Nebraska,68108,Midwest,2013-09-04,Individual,Male,44,36-55,Widowed,1
4019,Benny Buckley,695 Apothecary Boulevard,Deschutes,Bend,Oregon,97701,West,2010-05-19,Individual,Male,52,36-55,Divorced,1
4020,Lara Marshall,341 Walnut Drive,Bossier Parish,Shreveport,Louisiana,71102,South,2013-09-01,Individual,Female,62,56+,Married,0
4021,Ethan Thompson,317 Balham Alley,Douglas,Lawrence,Kansas,66044,Midwest,2012-10-12,Individual,Male,76,56+,Divorced,0
4022,Henry Lindsay,856 Wadham Lane,Contra Costa,Antioch,California,94509,West,2004-02-03,Individual,Male,67,56+,Divorced,1
4023,Lauren Adams,538 Fairview Alley,Riverside,Menifee,California,92584,West,2017-03-17,Individual,Female,49,36-55,Divorced,1
4024,Daniel Smith,751 Bermondsey Road,Collin,Garland,Texas,75040,Southwest,2019-03-23,Individual,Male,22,18-35,Single,0
4025,Lucas Mccormick,333 Udall Hill,Orange,Costa Mesa,California,92628,West,2003-12-11,Individual,Male,49,36-55,Married,1
4026,Bryce Wade,440 Sundown Grove,Montgomery,Montgomery,Alabama,36119,South,2021-06-08,Individual,Female,54,36-55,Divorced,1
4027,Peter Griffiths,419 Arbutus Crossroad,Orange,Costa Mesa,California,92628,West,2005-01-08,Individual,Male,36,36-55,Single,0
4028,Daron Hood,919 Apsley Walk,King,Seattle,Washington,98108,West,2016-05-09,Individual,Male,22,18-35,Divorced,0
4029,Javier Ulyatt,456 Howard Hill,Broward,Deerfield Beach,Florida,33441,South,2007-09-15,Individual,Male,74,56+,Married,1
4030,Jazmin Russel,135 Camdale Avenue,St. Charles,O'Fallon,Missouri,63366,Midwest,2018-02-01,Individual,Female,87,56+,Widowed,0
4031,Eduardo Bowen,381 Bendall Alley,Maricopa,Phoenix,Arizona,85026,Southwest,2022-01-08,Individual,Male,81,56+,Divorced,0
4032,Ilona Tait,37 Parkfields Boulevard,Hamilton,Cincinnati,Ohio,45225,Midwest,2020-04-30,Individual,Female,41,36-55,Divorced,1
4033,Liliana Williams,474 West Grove,Broward,Miramar,Florida,33023,South,2006-05-02,Individual,Female,76,56+,Divorced,0
4034,Chester Sherwood,812 Thomas Doyle Drive,East Baton Rouge Parish,Baton Rouge,Louisiana,70826,South,2003-10-16,Individual,Male,50,36-55,Widowed,0
4035,Daron Farmer,699 Lincoln Tunnel,Oakland,Southfield,Michigan,48034,Midwest,2019-02-04,Individual,Male,28,18-35,Divorced,1
4036,Marvin Stone,826 Calderwood Hill,Dallas,Lewisville,Texas,75029,Southwest,2019-09-14,Individual,Male,25,18-35,Single,0
4037,Emma Mccall,581 Canon Grove,Maricopa,Scottsdale,Arizona,85251,Southwest,2010-07-08,Individual,Female,28,18-35,Single,1
4038,Summer Thomas,325 Arlington Rue,Macon,Decatur,Illinois,62521,Midwest,2015-05-10,Individual,Female,51,36-55,Divorced,0
4039,William Wade,508 Angel Hill,Montgomery,Montgomery,Alabama,36119,South,2015-03-31,Individual,Male,66,56+,Single,0
4040,Noah Blackburn,721 Endsleigh Boulevard,Washington,Hillsboro,Oregon,97123,West,2015-04-12,Individual,Male,25,18-35,Divorced,1
4042,Carla Samuel,985 Charterhouse Street,Ramsey,St. Paul,Minnesota,55109,Midwest,2006-06-29,Individual,Female,47,36-55,Married,1
4043,Javier Kent,584 Fawn Route,Peoria,Peoria,Illinois,61601,Midwest,2004-10-22,Individual,Male,50,36-55,Married,0
4044,Johnny Wilton,170 North Boulevard,Dallas,Mesquite,Texas,75149,Southwest,2004-04-10,Individual,Male,24,18-35,Divorced,1
4045,Enoch Lunt,470 Lexington Crossroad,Jefferson,Beaumont,Texas,77707,Southwest,2015-12-09,Individual,Male,25,18-35,Married,0
4046,Emely Whitehouse,553 Canon Street,Lehigh,Bethlehem,Pennsylvania,18015,East,2007-06-18,Individual,Female,53,36-55,Married,1
4047,Bristol Morris,395 Longmoore Avenue,Solano,Vallejo,California,94590,West,2009-10-31,Individual,Female,74,56+,Divorced,1
4048,Lily Groves,358 Church Vale,East Baton Rouge Parish,Baton Rouge,Louisiana,70826,South,2004-12-28,Individual,Female,71,56+,Widowed,1
4049,Chuck Osmond,209 Calshot Lane,Jefferson,Louisville,Kentucky,40231,South,2006-12-16,Individual,Male,47,36-55,Single,1
4050,Hayden Yang,214 Fairview Avenue,Clark,Vancouver,Washington,98668,West,2019-04-20,Individual,Male,28,18-35,Divorced,1
4051,Sabrina Howard,734 Oxford Road,King,Kirkland,Washington,98033,West,2018-02-16,Individual,Female,53,36-55,Widowed,0
4052,Fiona Vaughn,283 Apollo Walk,St. Louis,Duluth,Minnesota,55801,Midwest,2009-04-05,Individual,Female,34,18-35,Married,0
4053,Quinn Gunn,430 Champion Alley,El Paso,El Paso,Texas,79910,Southwest,2004-12-27,Individual,Female,68,56+,Married,1
4054,Janelle Hill,485 Burton Boulevard,Clark,Las Vegas,Nevada,89199,West,2011-06-12,Individual,Female,87,56+,Divorced,1
4055,Danny Rowlands,78 Besson Street,Tom Green,San Angelo,Texas,76901,Southwest,2017-11-09,Individual,Male,23,18-35,Divorced,0
4056,Danny Shaw,182 Enderby Way,St. Louis,St. Louis,Missouri,63155,Midwest,2019-10-13,Individual,Male,79,56+,Widowed,0
4057,Marissa Wright,876 Yorkshire Lane,Yakima,Yakima,Washington,98901,West,2009-08-18,Individual,Female,26,18-35,Married,1
4058,Kamila Avery,127 Andrews Walk,Fresno,Clovis,California,93611,West,2015-05-09,Individual,Female,85,56+,Married,0
4059,Owen Callan,774 Chesterfield Tunnel,Hidalgo,Mission,Texas,78572,Southwest,2014-03-11,Individual,Male,41,36-55,Married,0
4060,Chuck Aldridge,281 Carnegie Street,Jefferson,Beaumont,Texas,77707,Southwest,2015-08-19,Individual,Male,31,18-35,Single,1
4061,Tom Hunt,791 Bayberry Tunnel,Waukesha,Waukesha,Wisconsin,53186,Midwest,2010-03-02,Individual,Male,32,18-35,Widowed,1
4062,Alison Burge,750 Fieldstone Way,Orange,Costa Mesa,California,92628,West,2015-03-05,Individual,Female,47,36-55,Married,0
4063,Carina Anderson,706 Western Drive,Alameda,Berkeley,California,94704,West,2018-08-13,Individual,Female,48,36-55,Widowed,1
4064,Josh Uddin,208 Meadow Route,Contra Costa,Pittsburg,California,94565,West,2016-01-04,Individual,Male,55,36-55,Single,1
4065,Teagan Davies,28 Spruce Way,Dallas,Lewisville,Texas,75029,Southwest,2003-06-03,Individual,Female,27,18-35,Single,1
4066,Bart Rust,446 Castile Boulevard,Muscogee,Columbus,Georgia,31908,South,2005-12-21,Individual,Male,41,36-55,Married,1
4067,Enoch Stewart,513 Bedford Road,Dougherty,Albany,Georgia,31701,South,2009-04-06,Individual,Male,32,18-35,Married,0
4068,Erin Logan,498 Balfe Hill,Brevard,Palm Bay,Florida,32905,South,2016-05-09,Individual,Female,57,56+,Married,0
4069,Nathan Patel,116 Woodland Hill,Brown,Green Bay,Wisconsin,54303,Midwest,2009-08-09,Individual,Male,40,36-55,Widowed,0
4070,Lucas Amstead,272 Canon Pass,Dallas,Mesquite,Texas,75149,Southwest,2020-03-04,Individual,Male,44,36-55,Widowed,1
4071,Adela Shields,476 Geary Tunnel,Macon,Decatur,Illinois,62521,Midwest,2008-02-08,Individual,Female,45,36-55,Single,1
4072,Javier Murphy,183 Anns Rue,Dallas,Mesquite,Texas,75149,Southwest,2016-08-28,Individual,Male,35,18-35,Widowed,1
4073,Benny Gray,679 Maple Avenue,Washington,Hillsboro,Oregon,97123,West,2012-10-09,Individual,Male,57,56+,Divorced,0
4074,Rocco Clark,140 Battis Boulevard,Riverside,Corona,California,91718,West,2012-07-27,Individual,Male,62,56+,Single,1
4075,Rebecca Andrews,620 East Tunnel,Montgomery,Dayton,Ohio,45401,Midwest,2004-08-18,Individual,Female,40,36-55,Married,0
4076,Shannon Russel,955 Sundown Road,Orange,Santa Ana,California,92711,West,2019-11-16,Individual,Female,52,36-55,Divorced,0
4077,Tyler Penn,185 Falconberg Lane,Benton,Kennewick,Washington,99336,West,2006-12-14,Individual,Male,86,56+,Divorced,1
4078,Ethan Willson,990 Balham Way,Benton,Kennewick,Washington,99336,West,2018-08-30,Individual,Male,53,36-55,Widowed,0
4079,Cedrick Eastwood,729 Cingworth Boulevard,Riverside,Corona,California,91718,West,2022-03-21,Individual,Male,45,36-55,Widowed,1
4080,Logan Gilmour,203 Chester Hill,Los Angeles,Palmdale,California,93550,West,2007-10-07,Individual,Male,62,56+,Widowed,0
4081,William Savage,435 Rosewood Pass,Calumet,Appleton,Wisconsin,54911,Midwest,2022-07-18,Individual,Male,50,36-55,Single,1
4082,Lillian Farrant,535 Argyle Drive,Orange,Buena Park,California,90620,West,2007-05-11,Individual,Female,50,36-55,Divorced,1
4083,Bryon Chapman,596 Blendon Way,Douglas,Omaha,Nebraska,68108,Midwest,2004-01-14,Individual,Male,23,18-35,Single,1
4084,Javier Evans,282 Castlereagh Street,Maricopa,Tempe,Arizona,85282,Southwest,2015-10-24,Individual,Male,36,36-55,Widowed,0
4085,John Franks,773 Fairview Drive,Fulton,Roswell,Georgia,30075,South,2014-01-01,Individual,Male,72,56+,Single,1
4086,Phoebe Whittle,681 Apsley Hill,Virginia Beach (city),Virginia Beach,Virginia,23450,East,2020-05-19,Individual,Female,47,36-55,Divorced,0
4087,Iris Robe,895 Anns Street,Dougherty,Albany,Georgia,31701,South,2004-11-12,Individual,Female,26,18-35,Married,1
4088,Nick Mackenzie,460 Cliff Way,Polk,Lakeland,Florida,33801,South,2012-11-08,Individual,Male,44,36-55,Divorced,1
4089,Regina Phillips,308 Gautrey Vale,Weld,Greeley,Colorado,80631,Southwest,2005-04-22,Individual,Female,49,36-55,Widowed,0
4090,Juliet Shields,909 Lake Pass,Fayette,Lexington-Fayette,Kentucky,40511,South,2014-09-25,Individual,Female,57,56+,Divorced,1
4091,Denny Tate,127 King Lane,Hidalgo,Edinburg,Texas,78539,Southwest,2011-07-05,Individual,Male,42,36-55,Divorced,1
4092,Enoch Cavanagh,221 Dunsley Route,Alameda,Berkeley,California,94704,West,2013-09-17,Individual,Male,34,18-35,Married,1
4093,Lucas Sherry,265 Adelaide Boulevard,Plymouth,Brockton,Massachusetts,2301,East,2006-12-03,Individual,Male,47,36-55,Divorced,0
4094,Doug Addis,340 Baynes Route,Orange,Costa Mesa,California,92628,West,2010-08-15,Individual,Male,21,18-35,Divorced,1
4095,Ryan Robertson,322 Union Drive,Gaston,Gastonia,North Carolina,28052,South,2017-04-11,Individual,Male,26,18-35,Married,1
4096,Scarlett Wade,640 Tilson Boulevard,Westchester,Yonkers,New York,10701,East,2010-08-17,Individual,Female,30,18-35,Single,1
4097,Juliette Addison,325 Sheraton Alley,Providence,Cranston,Rhode Island,2910,East,2021-09-27,Individual,Female,62,56+,Widowed,0
4098,Kurt Mason,562 Queen Caroline Way,Allegheny,Pittsburgh,Pennsylvania,15290,East,2017-06-06,Individual,Male,45,36-55,Married,0
4099,George Andrews,147 Magnolia Walk,Lancaster,Lincoln,Nebraska,68501,Midwest,2018-10-09,Individual,Male,34,18-35,Widowed,0
4100,Denny Douglas,690 Baynes Lane,Los Angeles,Pasadena,California,91103,West,2012-06-15,Individual,Male,46,36-55,Widowed,1
4102,Sarah Holmes,631 Arthur Road,Newport News City,Newport News,Virginia,23501,East,2006-12-20,Individual,Female,85,56+,Divorced,0
4103,Bethany Kidd,731 Collins Pass,Kent,Grand Rapids,Michigan,49501,Midwest,2016-10-26,Individual,Female,44,36-55,Divorced,1
4104,Rick Butler,65 St. Johs Avenue,San Joaquin,Stockton,California,95208,West,2013-06-13,Individual,Male,38,36-55,Divorced,0
4106,Matt Tutton,885 Maple Avenue,Peoria,Peoria,Illinois,61601,Midwest,2021-12-18,Individual,Male,28,18-35,Married,0
4107,Rufus Gates,429 Berry Avenue,Sacramento,Folsom,California,95630,West,2008-03-18,Individual,Male,47,36-55,Single,0
4108,Roger Gosling,848 Yoakley Drive,St. Louis,St. Louis,Missouri,63155,Midwest,2022-12-12,Individual,Male,82,56+,Widowed,0
4109,Christine Buckley,386 Arctic Road,Lehigh,Bethlehem,Pennsylvania,18015,East,2023-01-21,Individual,Female,36,36-55,Divorced,0
4110,Bart Vinton,587 Durnford Road,Bossier Parish,Shreveport,Louisiana,71102,South,2019-08-25,Individual,Male,65,56+,Divorced,1
4111,Cedrick Lomax,795 Babmaes Crossroad,Tom Green,San Angelo,Texas,76901,Southwest,2016-03-21,Individual,Male,46,36-55,Widowed,1
4112,Leah Douglas,669 Thomas Way,Fulton,Roswell,Georgia,30075,South,2021-02-28,Individual,Female,50,36-55,Single,0
4113,Maia Holt,192 Unwin Pass,Weld,Greeley,Colorado,80631,Southwest,2017-01-12,Individual,Female,40,36-55,Married,0
4114,Eryn Murray,474 Queen Caroline Avenue,Yakima,Yakima,Washington,98901,West,2016-05-01,Individual,Female,32,18-35,Single,1
4115,Mavis Saunders,541 Hickory Lane Crossroad,Oklahoma,Oklahoma City,Oklahoma,73125,Southwest,2015-11-23,Individual,Female,47,36-55,Widowed,0
4116,David Kennedy,882 Angel Road,Cuyahoga,Parma,Ohio,44129,Midwest,2013-06-26,Individual,Male,23,18-35,Divorced,0
4117,Margaret Lewin,193 West Pass,Gaston,Gastonia,North Carolina,28052,South,2010-03-04,Individual,Female,87,56+,Widowed,0
4118,Doug Richardson,285 Cleaver Route,Los Angeles,Downey,California,90241,West,2013-08-03,Individual,Male,50,36-55,Divorced,1
4119,Camellia Kaur,653 Duthie Boulevard,Jefferson,Beaumont,Texas,77707,Southwest,2012-06-26,Individual,Female,36,36-55,Divorced,1
4120,Mandy Ranks,345 Apollo Vale,Orange,Orlando,Florida,32802,South,2020-02-02,Individual,Female,46,36-55,Widowed,0
4121,Carrie Harrison,363 Longman Boulevard,Lynchburg City,Lynchburg,Virginia,24501,East,2021-10-17,Individual,Female,52,36-55,Widowed,1
4122,Nathan Upsdell,656 Cephas Tunnel,Tippecanoe,Lafayette,Indiana,47901,Midwest,2013-10-30,Individual,Male,36,36-55,Divorced,0
4123,David Shields,672 Bocking Tunnel,Richmond,Augusta,Georgia,30901,South,2016-06-08,Individual,Male,22,18-35,Divorced,0
4124,Daron Moore,873 Collent Street,Orange,Santa Ana,California,92711,West,2005-01-26,Individual,Male,40,36-55,Divorced,1
4125,Quinn Newman,659 Bekesbourne Crossroad,Hidalgo,Mission,Texas,78572,Southwest,2016-05-13,Individual,Female,22,18-35,Divorced,1
4127,Chanelle Evans,569 Howard Drive,Craighead,Jonesboro,Arkansas,72401,South,2016-01-16,Individual,Female,23,18-35,Married,1
4128,Adelaide Cattell,513 Thomas Doyle Rue,Macon,Decatur,Illinois,62521,Midwest,2023-01-18,Individual,Female,81,56+,Divorced,0
4129,Ethan Clark,841 Carltoun Avenue,Santa Fe,Santa Fe,New Mexico,87500,Southwest,2023-03-11,Individual,Male,34,18-35,Widowed,0
4130,Henry Edmonds,411 Elgood Drive,Milwaukee,Milwaukee,Wisconsin,53203,Midwest,2010-04-13,Individual,Male,43,36-55,Married,0
4131,George Myatt,528 Buttonwood Lane,Fresno,Clovis,California,93611,West,2012-10-12,Individual,Male,67,56+,Married,0
4132,Lexi Goldsmith,262 Canon Boulevard,Craighead,Jonesboro,Arkansas,72401,South,2006-10-29,Individual,Female,86,56+,Divorced,0
4133,Melody Collis,133 Blean Vale,Westchester,Yonkers,New York,10701,East,2012-10-12,Individual,Female,27,18-35,Widowed,0
4134,Bryon Scott,988 Union Lane,Broward,Pompano Beach,Florida,33060,South,2022-10-12,Individual,Male,34,18-35,Divorced,1
4135,Nicholas Fields,393 Kinglake Vale,Craighead,Jonesboro,Arkansas,72401,South,2011-04-23,Individual,Male,36,36-55,Widowed,1
4136,Ron Grady,649 Tiptree Drive,Cuyahoga,Parma,Ohio,44129,Midwest,2012-10-04,Individual,Male,28,18-35,Married,0
4137,Willow Adams,531 Westbourne Hill,Oakland,Southfield,Michigan,48034,Midwest,2010-03-06,Individual,Female,49,36-55,Widowed,0
4138,Wade Weasley,557 College Tunnel,Pitt,Greenville,North Carolina,27833,South,2019-01-16,Individual,Male,23,18-35,Single,0
4139,Aileen Stewart,985 North Hill,Wayne,Dearborn,Michigan,48120,Midwest,2021-06-01,Individual,Female,21,18-35,Divorced,0
4140,Alexander Anderson,432 Coal Wharf Crossroad,Milwaukee,Milwaukee,Wisconsin,53203,Midwest,2014-11-18,Individual,Male,26,18-35,Divorced,1
4141,Zara Swift,749 Wakley Avenue,Montgomery,Montgomery,Alabama,36119,South,2014-08-09,Individual,Female,21,18-35,Widowed,1
4142,Nate Redwood,918 Bel Grove,Maricopa,Phoenix,Arizona,85026,Southwest,2004-09-30,Individual,Male,33,18-35,Married,0
4143,Josh Stone,929 Wadham Crossroad,Cuyahoga,Parma,Ohio,44129,Midwest,2014-02-17,Individual,Male,30,18-35,Single,1
4144,Martin Chapman,5 Bocking Rue,East Baton Rouge Parish,Baton Rouge,Louisiana,70826,South,2007-10-08,Individual,Male,25,18-35,Single,1
4145,Laila Irving,11 Buttonwood Alley,Benton,Kennewick,Washington,99336,West,2021-05-12,Individual,Female,42,36-55,Widowed,0
4147,Maxwell Greenwood,839 Lexington Alley,Jefferson,Hoover,Alabama,35226,South,2022-02-03,Individual,Male,25,18-35,Married,0
4149,Luna Ross,985 Chancellor Pass,Douglas,Omaha,Nebraska,68108,Midwest,2009-03-08,Individual,Female,40,36-55,Divorced,1
4150,Michael Eagle,123 Cheltenham Lane,Richmond,Augusta,Georgia,30901,South,2016-08-28,Individual,Male,38,36-55,Married,1
4151,Aiden Farrell,38 Dutton Grove,Milwaukee,Milwaukee,Wisconsin,53203,Midwest,2008-06-06,Individual,Male,32,18-35,Widowed,1
4153,Kassandra Potter,346 Caroline Road,Hillsborough,Manchester,New Hampshire,3103,East,2012-11-08,Individual,Female,82,56+,Married,1
4156,Benjamin Poulton,175 Caedmon Drive,Jefferson,Beaumont,Texas,77707,Southwest,2019-06-19,Individual,Male,36,36-55,Single,0
4157,Luke Stewart,710 Hickory Street,St. Louis,Duluth,Minnesota,55801,Midwest,2013-08-21,Individual,Male,51,36-55,Single,1
4158,Marissa Adams,818 Fairholt Walk,Santa Fe,Santa Fe,New Mexico,87500,Southwest,2021-02-14,Individual,Female,30,18-35,Divorced,0
4159,Melinda Farrow,797 York Hill,Ramsey,St. Paul,Minnesota,55109,Midwest,2018-05-11,Individual,Female,28,18-35,Widowed,0
4160,Elijah Lakey,207 Queen Caroline Grove,Deschutes,Bend,Oregon,97701,West,2013-10-28,Individual,Male,41,36-55,Widowed,1
4161,Logan Trent,197 Dunsley Vale,Sedgwick,Wichita,Kansas,67276,Midwest,2008-07-25,Individual,Male,35,18-35,Divorced,0
4162,Rick Davies,626 East Walk,San Francisco,San Francisco,California,94188,West,2014-12-26,Individual,Male,75,56+,Married,0
4163,Kate Bishop,8 Aberavon Hill,Dougherty,Albany,Georgia,31701,South,2011-03-22,Individual,Female,37,36-55,Single,0
4165,Fred Neville,110 Hampden Avenue,San Joaquin,Stockton,California,95208,West,2008-12-14,Individual,Male,41,36-55,Single,1
4166,Jayden Johnson,387 Bacon Way,Gregg,Longview,Texas,75601,Southwest,2017-08-18,Individual,Male,80,56+,Divorced,0
4167,Sabina Ogilvy,513 Bethwin Vale,Jefferson,Hoover,Alabama,35226,South,2014-06-30,Individual,Female,32,18-35,Single,0
4168,Cynthia Shaw,775 Gatonby Street,Richmond,Augusta,Georgia,30901,South,2006-11-24,Individual,Female,46,36-55,Widowed,0
4169,Goldie Roberts,645 Apollo Vale,King,Kirkland,Washington,98033,West,2007-03-25,Individual,Female,57,56+,Divorced,1
4170,Anthony Jenkin,166 Cam Avenue,Lynchburg City,Lynchburg,Virginia,24501,East,2018-03-21,Individual,Male,48,36-55,Married,1
4171,Joseph Ranks,259 Cingworth Way,Hillsborough,Manchester,New Hampshire,3103,East,2009-02-25,Individual,Male,48,36-55,Divorced,0
4172,George Villiger,7 Hamilton Avenue,Bossier Parish,Shreveport,Louisiana,71102,South,2006-04-15,Individual,Male,48,36-55,Married,1
4173,Liliana Fleming,326 Underwood Boulevard,DuPage,Bolingbrook,Illinois,60440,Midwest,2004-09-23,Individual,Female,21,18-35,Married,0
4175,Tony Dwyer,465 Mariner Boulevard,Los Angeles,Bellflower,California,90706,West,2011-04-22,Individual,Male,26,18-35,Widowed,0
4176,Kurt Dickson,815 Dyott Avenue,Alameda,Berkeley,California,94704,West,2006-12-19,Individual,Male,87,56+,Widowed,1
4177,Savannah Windsor,873 Cadogan Way,Orange,Costa Mesa,California,92628,West,2021-10-23,Individual,Female,54,36-55,Married,0
4178,Julian Ramsey,74 Waite Crossroad,Clark,Las Vegas,Nevada,89199,West,2008-12-18,Individual,Male,63,56+,Widowed,1
4181,Victoria Umney,575 Pine Avenue,King,Kirkland,Washington,98033,West,2017-06-28,Individual,Female,55,36-55,Divorced,1
4182,Sasha Everett,62 Sherlock Alley,Delaware,Columbus,Ohio,43216,Midwest,2010-06-14,Individual,Female,22,18-35,Widowed,1
4183,Luke Cameron,896 Abbots Route,Maricopa,Tempe,Arizona,85282,Southwest,2012-09-11,Individual,Male,24,18-35,Widowed,1
4184,Phillip Vaughan,652 Clerkenwell Avenue,Cameron,Harlingen,Texas,78550,Southwest,2023-02-05,Individual,Male,87,56+,Divorced,0
4186,Drew Victor,416 Calshot Avenue,Westchester,Yonkers,New York,10701,East,2015-04-13,Individual,Female,51,36-55,Widowed,1
4187,Adalind Griffiths,18 Parkfields Street,Brown,Green Bay,Wisconsin,54303,Midwest,2019-08-24,Individual,Female,22,18-35,Single,0
4188,Renee Pierce,155 Camley Street,Lynchburg (city),Lynchburg,Virginia,24501,East,2015-12-20,Individual,Female,87,56+,Widowed,0
4190,Hank Jones,130 Emily Hill,Alameda,Hayward,California,94544,West,2019-11-28,Individual,Male,52,36-55,Divorced,1
4191,Nicholas Huggins,789 Queen Avenue,Contra Costa,Pittsburg,California,94565,West,2018-08-24,Individual,Male,48,36-55,Widowed,0
4192,Paula Dixon,978 Arthur Way,Maricopa,Avondale,Arizona,85323,Southwest,2015-09-16,Individual,Female,23,18-35,Widowed,1
4193,Cassandra Wise,478 Queen Route,Oakland,Southfield,Michigan,48034,Midwest,2003-11-28,Individual,Female,44,36-55,Single,1
4194,Barry Forester,484 Clifton Way,Orange,Fullerton,California,92834,West,2017-05-23,Individual,Male,21,18-35,Widowed,1
4195,Parker Whitmore,230 Paris Lane,Lincoln,Sioux Falls,South Dakota,57104,Midwest,2013-10-01,Individual,Female,51,36-55,Single,1
4196,Doug Whitehouse,442 Betton Route,Alameda,Hayward,California,94544,West,2004-08-04,Individual,Male,28,18-35,Widowed,1
4197,David Robinson,71 Arthur Walk,Oakland,Southfield,Michigan,48034,Midwest,2013-02-27,Individual,Male,47,36-55,Single,0
4198,Benny Wren,240 Garfield Rue,Harris,Houston,Texas,77201,Southwest,2007-12-10,Individual,Male,57,56+,Married,1
4199,Nate Dempsey,238 Aspen Boulevard,Mecklenburg,Charlotte,North Carolina,28228,South,2020-08-20,Individual,Male,44,36-55,Divorced,0
4200,Chester Seymour,64 Fawn Pass,St. Charles,O'Fallon,Missouri,63366,Midwest,2016-10-23,Individual,Male,39,36-55,Divorced,0
4201,Dani Walter,813 Linda Lane Road,Lehigh,Allentown,Pennsylvania,18101,East,2003-11-15,Individual,Female,29,18-35,Married,1
4202,Camden Noon,893 Waldram Park Grove,Sacramento,Folsom,California,95630,West,2010-01-29,Individual,Female,44,36-55,Single,1
4203,Olivia Lyon,148 Canon Drive,Broward,Deerfield Beach,Florida,33441,South,2005-05-18,Individual,Female,26,18-35,Single,0
4204,Owen Stubbs,3 Ellerslie Street,Oakland,Southfield,Michigan,48034,Midwest,2007-02-05,Individual,Male,52,36-55,Married,0
4205,Jack Dwyer,225 Bishop Road,Sacramento,Sacramento,California,95813,West,2014-02-01,Individual,Male,34,18-35,Widowed,1
4206,Melody Holmes,987 Geary Grove,Kent,Warwick,Rhode Island,2886,East,2005-05-30,Individual,Female,39,36-55,Widowed,0
4207,Elijah Rust,847 Queen Boulevard,Maricopa,Tempe,Arizona,85282,Southwest,2018-02-07,Individual,Male,65,56+,Married,0
4208,Ronald Brett,369 Balfour Lane,Lynchburg (city),Lynchburg,Virginia,24501,East,2006-06-09,Individual,Male,63,56+,Single,1
4209,Matthew Beal,166 Edwin Walk,Brevard,Palm Bay,Florida,32905,South,2013-06-18,Individual,Male,44,36-55,Single,1
4210,Cassidy Alexander,457 Coalecroft Rue,Newaygo,Troy,Michigan,48007,Midwest,2006-05-18,Individual,Female,24,18-35,Married,0
4211,Wade Evans,476 Charterhouse Vale,Sacramento,Sacramento,California,95813,West,2003-06-14,Individual,Male,55,36-55,Single,1
4212,Marina Cavanagh,501 Billing Vale,Lincoln,Sioux Falls,South Dakota,57104,Midwest,2019-01-18,Individual,Female,33,18-35,Married,1
4213,Valentina Upton,595 Eaglet Crossroad,Los Angeles,Bellflower,California,90706,West,2022-06-20,Individual,Female,51,36-55,Divorced,0
4214,Iris Patel,393 Geary Walk,Maricopa,Avondale,Arizona,85323,Southwest,2011-02-02,Individual,Female,44,36-55,Married,0
4215,Parker Parr,99 Unwin Route,Palm Beach,West Palm Beach,Florida,33401,South,2021-07-13,Individual,Female,61,56+,Single,0
4217,Livia Fowler,323 Mariner Rue,Jefferson,Birmingham,Alabama,35203,South,2016-05-13,Individual,Female,41,36-55,Divorced,1
4220,Oliver Stewart,645 Sheraton Route,Virginia Beach City,Virginia Beach,Virginia,23450,East,2010-02-18,Individual,Male,47,36-55,Widowed,0
4221,Charlize Gilmour,777 Church Route,Maricopa,Scottsdale,Arizona,85251,Southwest,2011-01-22,Individual,Female,83,56+,Divorced,1
4222,Tyson Moore,242 Oxford Alley,Los Angeles,Pasadena,California,91103,West,2005-10-07,Individual,Male,29,18-35,Married,1
4223,Enoch Khan,499 Clyde Route,Weld,Greeley,Colorado,80631,Southwest,2012-04-11,Individual,Male,38,36-55,Widowed,0
4224,Tyler Collis,212 Cecilia Avenue,Hidalgo,Mission,Texas,78572,Southwest,2010-06-06,Individual,Male,28,18-35,Divorced,0
4225,Barney Neville,35 Belmore Rue,Jefferson,Hoover,Alabama,35226,South,2021-11-11,Individual,Male,36,36-55,Married,1
4227,Gabriel Powell,60 Canon Avenue,Broward,Hollywood,Florida,33022,South,2021-02-13,Individual,Male,24,18-35,Married,0
4228,Cassidy Anderson,944 Dutton Vale,Wayne,Dearborn,Michigan,48120,Midwest,2007-02-03,Individual,Female,29,18-35,Married,1
4229,Jane Preston,316 Falconberg Hill,Alameda,Hayward,California,94544,West,2010-08-03,Individual,Female,39,36-55,Single,1
4231,Hank Bennett,696 Boadicea Road,Mecklenburg,Charlotte,North Carolina,28228,South,2013-09-10,Individual,Male,43,36-55,Widowed,0
4232,Harmony Farrant,670 York Vale,Santa Barbara,Santa Maria,California,93454,West,2022-01-08,Individual,Female,42,36-55,Single,0
4233,Elise Davies,503 Bellenden Alley,Providence,Cranston,Rhode Island,2910,East,2006-04-30,Individual,Female,62,56+,Widowed,0
